1;3.000000E-10;8.100000E+01
2;7.000000E-10;8.100000E+01
3;1.500000E-09;8.100000E+01
4;3.100000E-09;8.100000E+01
5;6.300000E-09;8.100000E+01
6;1.270000E-08;8.100000E+01
7;2.550000E-08;8.100000E+01
8;5.110000E-08;8.100000E+01
9;1.023000E-07;8.100000E+01
10;2.047000E-07;8.100000E+01
11;4.095000E-07;8.099999E+01
12;8.191000E-07;8.099999E+01
13;1.638300E-06;8.099997E+01
14;3.276700E-06;8.099994E+01
15;6.553500E-06;8.099988E+01
16;1.310710E-05;8.099976E+01
17;2.621430E-05;8.099953E+01
18;5.242870E-05;8.099906E+01
19;1.048575E-04;8.099811E+01
20;2.097151E-04;8.099623E+01
21;4.194303E-04;8.099245E+01
22;8.388607E-04;8.098490E+01
23;1.677722E-03;8.096980E+01
24;3.355443E-03;8.093961E+01
25;6.710886E-03;8.087925E+01
26;1.342177E-02;8.075859E+01
27;2.684355E-02;8.051754E+01
28;5.368709E-02;8.003651E+01
29;1.073742E-01;7.907879E+01
30;2.147484E-01;7.718065E+01
31;4.294967E-01;7.345353E+01
32;8.589935E-01;6.627599E+01
33;1.717987E+00;5.302771E+01
34;3.435974E+00;3.095839E+01
35;6.871948E+00;4.528607E+00
36;1.374390E+01;2.250454E+01
