1;4.955082199936562;4.975091679417444;15.68271313516462;[[4.0e+03 -4.0e+03]];-0.002493772978316219;['1.0e+01', '1.0e+01', '4.0e+04'];89.9156155170683;[[4.0e+03 -4.0e+03]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
2;1.000000756418995;1.0000003644754347;1.5934145140012257e-11;[[3.9e+00 4.0e+00]];-1.0024806357882934;['4.0e+00', '4.0e+00', '1.6e+01'];0.1445829524490106;[[3.9e+00 4.0e+00]];|[[5.0e-01 5.0e-01]
 [5.0e-01 5.0e-01]]|
3;1.0000003073287287;1.0000003108251534;9.567344604904307e-14;[[1.8e-04 2.2e-05]];-0.002482511986965057;['4.5e-07', '5.4e-08', '1.6e-11'];38.18748284097457;[[1.8e-04 2.2e-05]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
