 [0.0e+00 1.0e+00]]|
18;-2.2825252541737124;5.148418440371111;11.153235120753267;[[-2.6e-01 1.3e+00]];-0.9669355989808939;['2.5e-01', '1.3e+00', '1.3e+00'];12.81357949889071;[[2.7e+00 1.9e+00]];|[[3.7e-02 -1.9e-01]
 [-1.9e-01 9.6e-01]]|
19;-2.2680665744910575;5.151261361727238;10.685350493520799;[[-6.3e+01 -1.2e+01]];-0.0002313082302674115;['1.4e-02', '2.8e-03', '4.7e-01'];77.36023473812395;[[-6.3e+01 -1.2e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
20;-2.0254789617931763;4.043755598957929;9.499377803473408;[[-2.9e-01 1.3e+00]];-0.825655489188966;['2.4e-01', '1.1e+00', '1.2e+00'];14.250935273759218;[[1.4e-01 1.4e+00]];|[[4.6e-02 -2.1e-01]
 [-2.1e-01 9.5e-01]]|
21;-2.0102002435733346;4.047109706805854;9.065155321160285;[[-5.4e+01 -1.2e+01]];-0.00028541019653222435;['1.5e-02', '3.4e-03', '4.3e-01'];75.96802542039012;[[-5.4e+01 -1.2e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
22;-1.7748592679618183;3.0944369873737854;8.009964121746934;[[-3.4e-01 1.4e+00]];-0.6896300423903832;['2.4e-01', '9.5e-01', '1.1e+00'];15.960952827341297;[[-8.7e-01 1.3e+00]];|[[5.8e-02 -2.3e-01]
 [-2.3e-01 9.4e-01]]|
23;-1.7580921664226823;3.098587047202844;7.612999830197593;[[-4.5e+01 -1.1e+01]];-0.0003729490168355513;['1.7e-02', '4.2e-03', '4.0e-01'];74.33207053270677;[[-4.5e+01 -1.1e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
24;-1.5302595707360445;2.289933118094339;6.6701360477819875;[[-4.0e-01 1.4e+00]];-0.5654377306889476;['2.3e-01', '8.1e-01', '9.4e-01'];18.018218643458724;[[2.2e-02 1.5e+00]];|[[7.4e-02 -2.6e-01]
 [-2.6e-01 9.3e-01]]|
25;-1.5133831645144018;2.2946955971134013;6.3190019957413215;[[-3.7e+01 -1.0e+01]];-0.00046048783705966527;['1.7e-02', '4.8e-03', '3.5e-01'];72.35353377260525;[[-3.7e+01 -1.0e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
26;-1.294841077004161;1.6272119633342492;5.510345908383161;[[-4.8e-01 1.5e+00]];-0.4527037086861486;['2.2e-01', '6.7e-01', '8.1e-01'];20.381680598808344;[[-2.3e+00 8.8e-01]];|[[9.7e-02 -3.0e-01]
 [-3.0e-01 9.0e-01]]|
27;-1.2750283204172803;1.6337070945365386;5.182169671128217;[[-3.0e+01 -9.9e+00]];-0.0006580486513465748;['2.0e-02', '6.5e-03', '3.3e-01'];70.18018151865212;[[-3.0e+01 -9.9e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
28;-1.0633571289178152;1.0859654235205336;4.457814901145645;[[-5.9e-01 1.5e+00]];-0.35637308038792365;['2.1e-01', '5.5e-01', '7.2e-01'];23.268640367169994;[[-4.0e-01 1.6e+00]];|[[1.3e-01 -3.4e-01]
 [-3.4e-01 8.7e-01]]|
29;-1.0425490396335708;1.0940137563366394;4.177055046010864;[[-2.3e+01 -8.9e+00]];-0.0008999999997926179;['2.1e-02', '8.0e-03', '2.8e-01'];67.52575701931428;[[-2.3e+01 -8.9e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
30;-0.8402464947226174;0.6644552889022196;3.5592212368883827;[[-7.5e-01 1.6e+00]];-0.27067756622199984;['2.0e-01', '4.3e-01', '6.2e-01'];26.445233371617622;[[-1.1e+00 1.4e+00]];|[[1.8e-01 -3.8e-01]
 [-3.8e-01 8.2e-01]]|
31;-0.8163023389768089;0.6757372400628137;3.3077671367387267;[[-1.8e+01 -8.3e+00]];-0.001358980337163189;['2.4e-02', '1.1e-02', '2.5e-01'];64.84681353938636;[[-1.8e+01 -8.3e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
32;-0.6212497516341415;0.34864268999155695;2.767643651305712;[[-9.7e-01 1.6e+00]];-0.20065520959072994;['2.0e-01', '3.3e-01', '5.4e-01'];29.890633924138502;[[-5.4e-01 1.9e+00]];|[[2.6e-01 -4.4e-01]
 [-4.4e-01 7.4e-01]]|
33;-0.5955139856242778;0.3639879343106001;2.5544090493604212;[[-1.2e+01 -7.5e+00]];-0.0020592908994687778;['2.6e-02', '1.5e-02', '2.1e-01'];62.239952123616746;[[-1.2e+01 -7.5e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
34;-0.40998314203985464;0.13433204023720982;2.1019866340553772;[[-1.3e+00 1.6e+00]];-0.1433848863200856;['1.9e-01', '2.3e-01', '4.5e-01'];32.9249690215504;[[-9.5e-01 1.9e+00]];|[[4.0e-01 -4.9e-01]
 [-4.9e-01 6.1e-01]]|
35;-0.3832723900399565;0.15590059415946939;1.9215476704166323;[[-8.3e+00 -6.7e+00]];-0.0031996894371817347;['2.7e-02', '2.2e-02', '1.8e-01'];61.0550007438774;[[-8.3e+00 -6.7e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
36;-0.2078300638187897;0.012930144265676041;1.5504395369907147;[[-1.7e+00 1.4e+00]];-0.10224200269425776;['1.8e-01', '1.4e-01', '3.7e-01'];35.617013956708355;[[-1.4e+00 1.8e+00]];|[[6.0e-01 -4.9e-01]
 [-4.9e-01 4.0e-01]]|
37;-0.18459353852066573;0.041416240707266606;1.4086515641656305;[[-4.9e+00 -6.0e+00]];-0.004714182009036022;['2.3e-02', '2.8e-02', '1.4e-01'];63.44109462091249;[[-4.9e+00 -6.0e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
38;-0.019108013684511788;-0.02686273824016374;1.1127167492264962;[[-2.1e+00 8.6e-01]];-0.07953724814208069;['1.7e-01', '6.8e-02', '3.0e-01'];76.99592204526384;[[-1.8e+00 1.5e+00]];|[[8.6e-01 -3.5e-01]
 [-3.5e-01 1.5e-01]]|
39;-0.006335386562267547;0.004053056970428685;1.0143212628177025;[[-2.2e+00 -5.4e+00]];-0.005687681360845695;['1.3e-02', '3.1e-02', '9.8e-02'];100.16144095927977;[[-2.2e+00 -5.4e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
40;0.15102285692529782;-0.002065846937658239;0.782632534620868;[[-2.0e+00 7.9e-02]];-0.0775289909381365;['1.6e-01', '6.1e-03', '2.3e-01'];178.55686720831818;[[-2.0e+00 8.1e-01]];|[[1.0e+00 -3.7e-02]
 [-3.7e-02 6.4e-03]]|
41;0.1520216647863652;0.02351597942207394;0.7190836913285913;[[-1.9e-01 -5.0e+00]];-0.005152691696563978;['1.0e-03', '2.6e-02', '6.4e-02'];101.02919512719767;[[-1.9e-01 -5.0e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
42;0.30331982379782574;0.06916295079263797;0.5375296667363897;[[-1.6e+00 -4.7e-01]];-0.09761096384433648;['1.5e-01', '4.6e-02', '1.8e-01'];176.05629305470592;[[-1.7e+00 9.1e-02]];|[[9.2e-01 2.8e-01]
 [2.8e-01 8.9e-02]]|
43;0.2979300105144167;0.0869391232688653;0.49323466425408063;[[1.4e+00 -4.6e+00]];-0.0038999999994873235;['5.4e-03', '1.8e-02', '4.4e-02'];89.40026939432211;[[1.4e+00 -4.6e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
44;0.44171390269751076;0.17468368535059964;0.3534115868534527;[[-1.0e+00 -6.2e-01]];-0.14102635371489358;['1.4e-01', '8.8e-02', '1.4e-01'];170.18345077676625;[[-1.2e+00 -3.5e-01]];|[[7.3e-01 4.4e-01]
 [4.4e-01 2.7e-01]]|
45;0.43447813534302393;0.18647478222882735;0.3203423558693717;[[2.5e+00 -4.1e+00]];-0.0028931676354005988;['7.2e-03', '1.2e-02', '3.3e-02'];81.69272260666153;[[2.5e+00 -4.1e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
46;0.5682944057875812;0.3054972206920898;0.21685945810929527;[[-6.3e-01 -5.6e-01]];-0.2132830335336625;['1.3e-01', '1.2e-01', '1.0e-01'];166.60969079991187;[[-7.2e-01 -4.5e-01]];|[[5.6e-01 5.0e-01]
 [5.0e-01 4.4e-01]]|
47;0.5613553415276679;0.3132439022467487;0.1927610429460232;[[3.1e+00 -3.5e+00]];-0.002224611797935986;['6.9e-03', '7.7e-03', '2.4e-02'];77.30982252235096;[[3.1e+00 -3.5e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
48;0.682888710537824;0.4521200301775605;0.12077176735020807;[[-3.7e-01 -4.3e-01]];-0.325630924596528;['1.2e-01', '1.4e-01', '7.2e-02'];164.6971824599902;[[-4.4e-01 -3.7e-01]];|[[4.3e-01 4.9e-01]
 [4.9e-01 5.7e-01]]|
49;0.6771996227302387;0.4570521416966991;0.10443946242868822;[[3.3e+00 -2.8e+00]];-0.0017407091005312227;['5.7e-03', '4.9e-03', '1.6e-02'];74.93940605946811;[[3.3e+00 -2.8e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
50;0.7840411697504048;0.6036834827261413;0.05881991470689749;[[-2.1e-01 -2.9e-01]];-0.49772849655298945;['1.1e-01', '1.5e-01', '4.6e-02'];163.67357668079313;[[-2.1e-01 -3.0e-01]];|[[3.5e-01 4.8e-01]
 [4.8e-01 6.5e-01]]|
51;0.779637817904749;0.6068513652775125;0.048656270031551034;[[3.1e+00 -2.2e+00]];-0.0014416407862873236;['4.4e-03', '3.2e-03', '1.0e-02'];73.62852773059308;[[3.1e+00 -2.2e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
52;0.8700523564403938;0.7491665915377361;0.023008687946818897;[[-1.2e-01 -1.8e-01]];-0.7793355125529239;['9.0e-02', '1.4e-01', '2.6e-02'];163.15867463357955;[[-1.1e-01 -1.9e-01]];|[[2.9e-01 4.5e-01]
 [4.5e-01 7.1e-01]]|
53;0.8669969463456347;0.7510717090027786;0.017727266188100513;[[2.5e+00 -1.6e+00]];-0.0012252329211675586;['3.1e-03', '1.9e-03', '5.3e-03'];72.84656611471577;[[2.5e+00 -1.6e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
54;0.9382406292281127;0.8755288211820083;0.0060863219189506625;[[-5.4e-02 -9.5e-02]];-1.3126448135590243;['7.1e-02', '1.2e-01', '1.2e-02'];162.80812286136344;[[-2.4e-02 -1.1e-01]];|[[2.5e-01 4.3e-01]
 [4.3e-01 7.5e-01]]|
55;0.9364121363961943;0.8765429757106356;0.004053960282069804;[[1.7e+00 -9.4e-01]];-0.0010750776406556102;['1.8e-03', '1.0e-03', '2.0e-03'];72.1230960406201;[[1.7e+00 -9.4e-01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
56;0.9847416854200406;0.9678259007486003;0.0005901343765193124;[[-1.6e-02 -3.1e-02]];-2.9848376627691238;['4.8e-02', '9.1e-02', '3.5e-03'];162.40252501178523;[[3.0e-02 -5.5e-02]];|[[2.2e-01 4.1e-01]
 [4.1e-01 7.8e-01]]|
57;0.9840136379952356;0.9681817656276593;0.00025658536818272;[[7.5e-01 -3.7e-01]];-0.0009668737079186022;['7.3e-04', '3.6e-04', '3.3e-04'];70.58444008510533;[[7.5e-01 -3.7e-01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
58;0.9979974419559361;0.9955148366799715;2.7441402206199078e-05;[[5.5e-03 1.1e-02]];2.564956808169305;['1.4e-02', '2.7e-02', '2.3e-04'];17.976727316891914;[[4.7e-02 -1.0e-02]];|[[2.1e-01 4.0e-01]
 [4.0e-01 8.0e-01]]|
59;0.9978006487882951;0.9955893790861365;4.865220886894783e-06;[[2.3e-01 -8.7e-02]];-0.0008586697754379329;['2.0e-04', '7.5e-05', '2.3e-05'];65.6824048176896;[[2.3e-01 -8.7e-02]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
