1;-5.134535569307978;-4.328869191479027;94239.51210003048;[[1.4e+06 -4.6e+04]];-1.4589803355925212e-05;['2.0e+01', '6.7e-01', '5.2e+06'];137.95704424515182;[[1.4e+06 -4.6e+04]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
2;-4.463388055724941;19.870813771587727;30.108904561048888;[[-2.2e+02 -7.9e+03]];-0.003073395509114992;['6.7e-01', '2.4e+01', '9.4e+04'];165.75170681880928;[[-6.3e+04 -6.1e+03]];|[[7.8e-04 2.8e-02]
 [2.8e-02 1.0e+00]]|
3;-4.455373802213962;19.87162091526577;29.80632418567768;[[-1.0e+02 -1.0e+01]];-7.917960668388783e-05;['8.0e-03', '8.1e-04', '3.0e-01'];83.11388975498029;[[-1.0e+02 -1.0e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
4;-4.198414473582768;17.546788447227595;27.661844444343227;[[-1.3e-01 1.1e+00]];-2.047355077904526;['2.6e-01', '2.3e+00', '2.1e+00'];7.1489682398819765;[[2.8e+01 4.3e+00]];|[[1.2e-02 -1.1e-01]
 [-1.1e-01 9.9e-01]]|
5;-4.187023371283005;17.548052876577124;26.933732465628793;[[-1.4e+02 -1.6e+01]];-7.917960668388783e-05;['1.1e-02', '1.3e-03', '7.3e-01'];82.91394468925142;[[-1.4e+02 -1.6e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
6;-3.9246953148915193;15.324614343687026;24.870718205322763;[[-1.4e-01 1.2e+00]];-1.9265514949395812;['2.6e-01', '2.2e+00', '2.1e+00'];7.636105612988544;[[1.9e+01 3.4e+00]];|[[1.4e-02 -1.2e-01]
 [-1.2e-01 9.9e-01]]|
7;-3.9141918385850167;15.325858555731994;24.15174238651518;[[-1.3e+02 -1.6e+01]];-7.917960668388783e-05;['1.1e-02', '1.2e-03', '7.2e-01'];82.42865962072183;[[-1.3e+02 -1.6e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
8;-3.6308587022536263;13.103537675631097;22.078424383388505;[[-1.5e-01 1.2e+00]];-1.9030902807004204;['2.8e-01', '2.2e+00', '2.1e+00'];8.221834011125717;[[-1.4e+00 1.0e+00]];|[[1.6e-02 -1.3e-01]
 [-1.3e-01 9.8e-01]]|
9;-3.6176504955829585;13.105227745679237;21.354496395334003;[[-1.2e+02 -1.6e+01]];-0.00010623058990018208;['1.3e-02', '1.7e-03', '7.2e-01'];81.85974558990335;[[-1.2e+02 -1.6e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
10;-3.362010917804553;11.231215903562761;19.544121930505224;[[-1.6e-01 1.2e+00]];-1.563074604378548;['2.6e-01', '1.9e+00', '1.8e+00'];8.896877432598767;[[1.7e+01 3.6e+00]];|[[1.9e-02 -1.4e-01]
 [-1.4e-01 9.8e-01]]|
11;-3.3508605477634683;11.232742469176095;18.93199101616017;[[-1.0e+02 -1.4e+01]];-0.00010623058990018208;['1.1e-02', '1.5e-03', '6.1e-01'];81.18527023898095;[[-1.0e+02 -1.4e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
12;-3.0789092329497914;9.406513888022419;17.172858739111405;[[-1.8e-01 1.2e+00]];-1.505007642335545;['2.7e-01', '1.8e+00', '1.8e+00'];9.654225235438886;[[-2.3e+00 9.1e-01]];|[[2.2e-02 -1.5e-01]
 [-1.5e-01 9.8e-01]]|
13;-3.064225980437569;9.408707433324047;16.554898935362374;[[-9.8e+01 -1.5e+01]];-0.00015000000000000001;['1.5e-02', '2.2e-03', '6.2e-01'];80.45725209844151;[[-9.8e+01 -1.5e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
14;-2.815231482691611;7.860549417001175;14.978216804888003;[[-2.0e-01 1.3e+00]];-1.235920573146398;['2.5e-01', '1.5e+00', '1.6e+00'];10.56803563483795;[[1.6e+01 3.9e+00]];|[[2.6e-02 -1.6e-01]
 [-1.6e-01 9.7e-01]]|
15;-2.803158838644179;7.8624972835252755;14.466319048939493;[[-8.0e+01 -1.3e+01]];-0.00015000000000000001;['1.2e-02', '1.9e-03', '5.1e-01'];79.54312157528021;[[-8.0e+01 -1.3e+01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
16;-2.544802738607373;6.40962979414766;13.006405390594308;[[-2.3e-01 1.3e+00]];-1.1447574495880128;['2.6e-01', '1.5e+00', '1.5e+00'];11.571246967550358;[[-1.9e+00 9.7e-01]];|[[3.1e-02 -1.7e-01]
 [-1.7e-01 9.7e-01]]|
17;-2.5303843308329386;6.412200772576147;12.472366830176462;[[-7.4e+01 -1.3e+01]];-0.00019376941009981795;['1.4e-02', '2.6e-03', '5.3e-01'];78.57508242206481;[[-7.4e+01 -1.3e+01]];|[[1.0e+00 0.0e+00]
