1;0.33986670056458834;-4.51133929738158;2141.208638900839;[[1.4e+06 -4.6e+04]];-1.0623058990018207e-05;['1.5e+01', '4.9e-01', '5.3e+06'];83.78258605427742;[[1.4e+06 -4.6e+04]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
2;0.4952545903667205;0.24506391598733046;0.2547724736838416;[[-3.0e+01 -9.0e+02]];-0.005262132685421934;['1.6e-01', '4.8e+00', '2.1e+03'];118.19845721891991;[[6.3e+02 -9.3e+02]];|[[1.1e-03 3.3e-02]
 [3.3e-02 1.0e+00]]|
3;0.5005026104435186;0.24529006559580707;0.25221496791481857;[[-9.7e-01 -4.2e-02]];-0.00543124147612118;['5.2e-03', '2.3e-04', '2.6e-03'];156.35858829931396;[[-9.7e-01 -4.2e-02]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
4;0.6164010114002632;0.3625779161496186;0.17732783249089812;[[-5.0e-01 -5.0e-01]];-0.23331938849481706;['1.2e-01', '1.2e-01', '7.5e-02'];165.12339607330995;[[4.6e-02 -1.0e+00]];|[[5.0e-01 5.0e-01]
 [5.0e-01 5.0e-01]]|
5;0.6093488173094755;0.36954144377601567;0.15291970575420286;[[3.5e+00 -3.5e+00]];-0.002004782364851765;['7.1e-03', '7.0e-03', '2.4e-02'];75.87238398019726;[[3.5e+00 -3.5e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
6;0.7255958552363191;0.5135621993933949;0.09200874436886658;[[-3.1e-01 -3.8e-01]];-0.3750579456351222;['1.2e-01', '1.4e-01', '6.1e-02'];164.19899386847453;[[-3.5e-01 -3.5e-01]];|[[4.0e-01 4.9e-01]
 [4.9e-01 6.1e-01]]|
7;0.7204125813390252;0.5177414833591801;0.0783260764578389;[[3.2e+00 -2.6e+00]];-0.0016171013889690186;['5.2e-03', '4.2e-03', '1.4e-02'];74.5831049009113;[[3.2e+00 -2.6e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
8;0.8207269282756184;0.6638825011436529;0.04156761255537196;[[-1.8e-01 -2.6e-01]];-0.5596798791311643;['1.0e-01', '1.5e-01', '3.7e-02'];163.4357914464912;[[-2.0e-01 -2.5e-01]];|[[3.2e-01 4.7e-01]
 [4.7e-01 6.8e-01]]|
9;0.8168795895601193;0.6665194996655294;0.03359280116659082;[[2.8e+00 -1.9e+00]];-0.001358550742515279;['3.8e-03', '2.6e-03', '8.0e-03'];73.63923045440424;[[2.8e+00 -1.9e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
10;0.8995699774059811;0.8026543771117338;0.014405001770454052;[[-9.8e-02 -1.6e-01]];-0.8432331560975185;['8.3e-02', '1.4e-01', '1.9e-02'];163.0165308253345;[[-1.1e-01 -1.5e-01]];|[[2.7e-01 4.4e-01]
 [4.4e-01 7.3e-01]]|
11;0.8970139591950805;0.8042034271258779;0.010624667602987695;[[2.2e+00 -1.3e+00]];-0.001179461660120403;['2.6e-03', '1.5e-03', '3.8e-03'];73.09485488336972;[[2.2e+00 -1.3e+00]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
12;0.9587212900298877;0.915513120359613;0.0030240853464819327;[[-4.7e-02 -8.6e-02]];-1.3008584330719248;['6.2e-02', '1.1e-01', '7.6e-03'];162.68224830510522;[[-4.8e-02 -8.5e-02]];|[[2.4e-01 4.2e-01]
 [4.2e-01 7.7e-01]]|
13;0.9573163802132247;0.9162887097599117;0.0018246450749836818;[[1.3e+00 -7.3e-01]];-0.0010687785201469436;['1.4e-03', '7.8e-04', '1.2e-03'];72.64672643011511;[[1.3e+00 -7.3e-01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
14;0.9925960651331054;0.9840824844449073;0.0001904159092012972;[[-1.7e-02 -3.3e-02]];-2.0693875063258194;['3.5e-02', '6.8e-02', '1.6e-03'];162.24556678769736;[[-1.8e-02 -3.2e-02]];|[[2.1e-01 4.1e-01]
 [4.1e-01 7.9e-01]]|
15;0.9921433861625857;0.9843149918127266;6.183865218101625e-05;[[4.5e-01 -2.3e-01]];-0.0010026501608432709;['4.5e-04', '2.3e-04', '1.3e-04'];71.95924177771558;[[4.5e-01 -2.3e-01]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
16;0.9999871613610609;0.9999536453934686;4.292070432743686e-08;[[-2.0e-03 -3.9e-03]];-3.9708177816344605;['7.8e-03', '1.6e-02', '6.2e-05'];161.63570403423415;[[1.5e-03 -5.7e-03]];|[[2.0e-01 4.0e-01]
 [4.0e-01 8.0e-01]]|
17;0.9999780101829387;0.9999559867281237;4.836684807389073e-10;[[1.2e-02 -3.1e-03]];-0.0007467184271027879;['9.2e-06', '2.3e-06', '4.2e-08'];59.350673226332376;[[1.2e-02 -3.1e-03]];|[[1.0e+00 0.0e+00]
 [0.0e+00 1.0e+00]]|
